module,subroutine,inst_type,inst_name,member_type,member_name,status
lakefluxesmod,lakefluxes,column_physical_properties,col_pp,real,col_pp%lakedepth,r
lakefluxesmod,lakefluxes,column_energy_state,col_es,real,col_es%t_grnd,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%pbot,r
lakefluxesmod,lakefluxes,column_physical_properties,col_pp,integer,col_pp%snl,r
lakefluxesmod,lakefluxes,column_physical_properties,col_pp,real,col_pp%dz,r
lakefluxesmod,lakefluxes,column_physical_properties,col_pp,real,col_pp%dz_lake,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%tbot,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%thbot,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%qbot,r
lakefluxesmod,lakefluxes,vegetation_physical_properties,veg_pp,integer,veg_pp%gridcell,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%ubot,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%vbot,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%ugust,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%tau_est,r
lakefluxesmod,lakefluxes,column_energy_state,col_es,real,col_es%t_lake,r
lakefluxesmod,lakefluxes,column_water_state,col_ws,real,col_ws%h2osoi_liq,r
lakefluxesmod,lakefluxes,column_water_state,col_ws,real,col_ws%h2osoi_ice,r
lakefluxesmod,lakefluxes,column_energy_state,col_es,real,col_es%t_soisno,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%rhobot,r
lakefluxesmod,lakefluxes,topounit_atmospheric_state,top_as,real,top_as%wsresp,r
lakefluxesmod,lakefluxes,topounit_atmospheric_flux,top_af,real,top_af%lwrad,r
lakefluxesmod,lakefluxes,vegetation_energy_state,veg_es,real,veg_es%t_ref2m,r
lakefluxesmod,lakefluxes,gridcell_physical_properties_type,grc_pp,real,grc_pp%lat,r
lakefluxesmod,lakefluxes,topounit_atmospheric_flux,top_af,real,top_af%rain,r
lakefluxesmod,lakefluxes,topounit_atmospheric_flux,top_af,real,top_af%snow,r
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_grnd,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_evap_soi,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_lwrad_out,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_soil_grnd,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%taux,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%tauy,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_tot,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_evap_tot,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_lh_tot,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_lh_grnd,w
lakefluxesmod,lakefluxes,vegetation_water_state,veg_ws,real,veg_ws%q_ref2m,w
lakefluxesmod,lakefluxes,vegetation_water_state,veg_ws,real,veg_ws%rh_ref2m,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_gnet,w
lakefluxesmod,lakefluxes,vegetation_energy_state,veg_es,real,veg_es%t_veg,w
lakefluxesmod,lakefluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_lwrad_net,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_prec_grnd,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_dirct_rain,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_leafdrip,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_snwcp_ice,w
lakefluxesmod,lakefluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_snwcp_liq,w
baregroundfluxesmod,baregroundfluxes,vegetation_physical_properties,veg_pp,integer,veg_pp%column,r
baregroundfluxesmod,baregroundfluxes,vegetation_physical_properties,veg_pp,integer,veg_pp%topounit,r
baregroundfluxesmod,baregroundfluxes,vegetation_physical_properties,veg_pp,integer,veg_pp%gridcell,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%ubot,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%vbot,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%ugust,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%tau_est,r
baregroundfluxesmod,baregroundfluxes,column_energy_state,col_es,real,col_es%t_grnd,r
baregroundfluxesmod,baregroundfluxes,vegetation_energy_state,veg_es,real,veg_es%thm,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%qg,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%qbot,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%thbot,r
baregroundfluxesmod,baregroundfluxes,column_energy_state,col_es,real,col_es%thv,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%rhobot,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%wsresp,r
baregroundfluxesmod,baregroundfluxes,column_physical_properties,col_pp,real,col_pp%zii,r
baregroundfluxesmod,baregroundfluxes,vegetation_physical_properties,veg_pp,integer,veg_pp%landunit,r
baregroundfluxesmod,baregroundfluxes,column_physical_properties,col_pp,real,col_pp%dz,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%h2osoi_ice,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%h2osoi_liq,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%dqgdt,r
baregroundfluxesmod,baregroundfluxes,column_energy_flux,col_ef,real,col_ef%htvp,r
baregroundfluxesmod,baregroundfluxes,column_physical_properties,col_pp,integer,col_pp%snl,r
baregroundfluxesmod,baregroundfluxes,column_energy_state,col_es,real,col_es%t_soisno,r
baregroundfluxesmod,baregroundfluxes,column_energy_state,col_es,real,col_es%t_h2osfc,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%qg_snow,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%qg_soil,r
baregroundfluxesmod,baregroundfluxes,column_water_state,col_ws,real,col_ws%qg_h2osfc,r
baregroundfluxesmod,baregroundfluxes,vegetation_energy_state,veg_es,real,veg_es%t_ref2m,r
baregroundfluxesmod,baregroundfluxes,topounit_atmospheric_state,top_as,real,top_as%pbot,r
baregroundfluxesmod,baregroundfluxes,landunit_physical_properties,lun_pp,integer,lun_pp%itype,r
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%dlrad,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%ulrad,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%cgrnds,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%cgrndl,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%cgrnd,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%taux,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%tauy,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_grnd,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_tot,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_snow,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_soil,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_flux,veg_ef,real,veg_ef%eflx_sh_h2osfc,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_evap_soi,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_evap_tot,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_ev_snow,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_ev_soil,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_flux,veg_wf,real,veg_wf%qflx_ev_h2osfc,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_state,veg_ws,real,veg_ws%q_ref2m,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_state,veg_ws,real,veg_ws%rh_ref2m,w
baregroundfluxesmod,baregroundfluxes,vegetation_water_state,veg_ws,real,veg_ws%rh_ref2m_r,w
baregroundfluxesmod,baregroundfluxes,vegetation_energy_state,veg_es,real,veg_es%t_ref2m_r,w
