subroutine,arg_type,arg_name,dim
cor30a,real,hsb,0
cor30a,real,hlb,0
cor30a,real,zo,0
cor30a,real,zot,0
cor30a,real,zoq,0
cor30a,real,l,0
cor30a,real,usr,0
cor30a,real,tsr,0
cor30a,real,qsr,0
cor30a,real,cd,0
cor30a,real,ch,0
cor30a,real,ce,0
cor30a,real,trf,0
cor30a,real,qrf,0
cor30a,real,urf,0
cor30a,real,vrf,0
cor30a,real,wsresp,0
cor30a,real,tau_est,0
psiuo,real,zet,0
psit_30,real,zet,0
qsat,real,t,0
qsat,real,p,0
qsat,real,es,0
qsat,real,esdt,0
qsat,real,qs,0
qsat,real,qsdt,0
rhosat,real,t,0
rhosat,real,rho,0
rhosat,real,rhodt,0
frictionvelocity,integer,lbn,0
frictionvelocity,integer,ubn,0
frictionvelocity,integer,fn,0
frictionvelocity,integer,filtern,1
frictionvelocity,real,displa,1
frictionvelocity,real,z0m,1
frictionvelocity,real,z0h,1
frictionvelocity,real,z0q,1
frictionvelocity,real,obu,1
frictionvelocity,integer,iter,0
frictionvelocity,real,ur,1
frictionvelocity,real,um,1
frictionvelocity,real,ugust,1
frictionvelocity,real,ustar,1
frictionvelocity,real,temp1,1
frictionvelocity,real,temp2,1
frictionvelocity,real,temp12m,1
frictionvelocity,real,temp22m,1
frictionvelocity,real,fm,1
frictionvelocity,frictionvel_type,frictionvel_vars,0
frictionvelocity,logical,landunit_index,0
stabilityfunc1,real,zeta,0
stabilityfunc2,real,zeta,0
moninobukini,real,ur,0
moninobukini,real,thv,0
moninobukini,real,dthv,0
moninobukini,real,zldis,0
moninobukini,real,z0m,0
moninobukini,real,um,0
moninobukini,real,obu,0
soil_hk_interface,soil_water_retention_curve_type,this,0
soil_hk_interface,real,hksat,0
soil_hk_interface,real,imped,0
soil_hk_interface,real,s,0
soil_hk_interface,real,bsw,0
soil_hk_interface,real,hk,0
soil_hk_interface,real,dhkds,0
soil_suction_interface,soil_water_retention_curve_type,this,0
soil_suction_interface,real,smpsat,0
soil_suction_interface,real,s,0
soil_suction_interface,real,bsw,0
soil_suction_interface,real,smp,0
soil_suction_interface,real,dsmpds,0
soil_suction_inverse_interface,soil_water_retention_curve_type,this,0
soil_suction_inverse_interface,real,smp_target,0
soil_suction_inverse_interface,real,smpsat,0
soil_suction_inverse_interface,real,bsw,0
soil_suction_inverse_interface,real,s_target,0
canopyfluxes,bounds_type,bounds,0
canopyfluxes,integer,num_nolakeurbanp,0
canopyfluxes,integer,filter_nolakeurbanp,1
canopyfluxes,atm2lnd_type,atm2lnd_vars,0
canopyfluxes,canopystate_type,canopystate_vars,0
canopyfluxes,cnstate_type,cnstate_vars,0
canopyfluxes,energyflux_type,energyflux_vars,0
canopyfluxes,frictionvel_type,frictionvel_vars,0
canopyfluxes,soilstate_type,soilstate_vars,0
canopyfluxes,solarabs_type,solarabs_vars,0
canopyfluxes,surfalb_type,surfalb_vars,0
canopyfluxes,ch4_type,ch4_vars,0
canopyfluxes,photosyns_type,photosyns_vars,0
lakefluxes,bounds_type,bounds,0
lakefluxes,integer,num_lakec,0
lakefluxes,integer,filter_lakec,1
lakefluxes,integer,num_lakep,0
lakefluxes,integer,filter_lakep,1
lakefluxes,atm2lnd_type,atm2lnd_vars,0
lakefluxes,solarabs_type,solarabs_vars,0
lakefluxes,frictionvel_type,frictionvel_vars,0
lakefluxes,energyflux_type,energyflux_vars,0
lakefluxes,lakestate_type,lakestate_vars,0
baregroundfluxes,bounds_type,bounds,0
baregroundfluxes,integer,num_nolakeurbanp,0
baregroundfluxes,integer,filter_nolakeurbanp,1
baregroundfluxes,atm2lnd_type,atm2lnd_vars,0
baregroundfluxes,canopystate_type,canopystate_vars,0
baregroundfluxes,soilstate_type,soilstate_vars,0
baregroundfluxes,frictionvel_type,frictionvel_vars,0
baregroundfluxes,ch4_type,ch4_vars,0
